filename,true_label,teacher_pred,kd_pred,baseline_pred,teacher_correct,kd_correct,baseline_correct,js_teacher_kd,js_teacher_baseline,spearman_teacher_kd,spearman_teacher_baseline,ssim_teacher_kd,ssim_teacher_baseline,miou_teacher_kd,miou_teacher_baseline
cassette_player_0049.npz,2,2,2,2,1,1,1,0.13946822691931296,0.07968383809688193,0.8466326530612244,0.965408163265306,0.9412253397214059,0.985466627962467,0.6206298332953762,0.8387515129583843
cassette_player_0050.npz,2,2,2,2,1,1,1,0.11106826498977304,0.08644297144568035,0.8668367346938776,0.9024489795918367,0.9617313519468581,0.9782230575257443,0.6891315266309902,0.6906038339530511
cassette_player_0051.npz,2,2,2,2,1,1,1,0.05876162986583166,0.08555693403241754,0.953877551020408,0.9373469387755101,0.9907228853708856,0.9823286606973894,0.8239164632787583,0.8049236159922711
cassette_player_0052.npz,2,2,2,2,1,1,1,0.0922110617999585,0.10535152848519756,0.9282653061224488,0.927142857142857,0.9750564471311389,0.9672524756002551,0.7414688523768951,0.7255396316068181
cassette_player_0053.npz,2,2,2,2,1,1,1,0.08635324002469826,0.10541161593458553,0.9005102040816325,0.9168367346938775,0.9764865570739494,0.9662006512248105,0.7423131640454926,0.6876654439527403
cassette_player_0054.npz,2,2,2,2,1,1,1,0.1352336210773288,0.1322808800461246,0.8745790432315473,0.8953974942022866,0.9725470238407143,0.975571075028563,0.7950812341084662,0.7499957876595585
cassette_player_0055.npz,2,2,2,2,1,1,1,0.10637245345028151,0.11621918191346428,0.741938775510204,0.693673469387755,0.9673471903878885,0.9624370897449501,0.5817080106021416,0.5688294700561611
cassette_player_0056.npz,2,2,2,2,1,1,1,0.17021316073660825,0.19088493290679262,0.8890251285900505,0.8155182277419984,0.956460041454131,0.9283936929397019,0.724897759538007,0.6367987678940085
cassette_player_0057.npz,2,2,2,2,1,1,1,0.09504717136974224,0.06856200968770831,0.6236734693877551,0.7456122448979591,0.9657684358866029,0.9813546262986641,0.5196225895794402,0.5930547255496074
cassette_player_0058.npz,2,2,2,2,1,1,1,0.08590634941924344,0.13708291817536958,0.9603061224489796,0.8810204081632652,0.9857161838876365,0.972411729413464,0.8199784024957573,0.7495292881244172
cassette_player_0059.npz,2,2,2,2,1,1,1,0.08981087424787618,0.10772177674581263,0.7472448979591836,0.7736734693877549,0.9730812169411619,0.9643034499973012,0.57883368139786,0.6077362751248531
cassette_player_0060.npz,2,2,2,2,1,1,1,0.19176244482264831,0.18147245303169138,0.2773469387755102,0.4826530612244897,0.8750291297312445,0.8920439652767975,0.43689770812948386,0.4862858074873331
cassette_player_0061.npz,2,2,2,2,1,1,1,0.12198839325643637,0.14306064613348218,0.929273444478386,0.8958882086681869,0.9692029893917236,0.9584109802735166,0.7130595786638849,0.6836258680200551
cassette_player_0062.npz,2,2,2,2,1,1,1,0.10685110846060736,0.1280040793194833,0.8259183673469387,0.756734693877551,0.9627898849163207,0.9516363389633211,0.6792986910819143,0.6672269073965437
cassette_player_0063.npz,2,2,2,2,1,1,1,0.08074232616499923,0.09385819984552742,0.8314285714285714,0.8553061224489796,0.9758441016361403,0.9742362206830201,0.6233371798371558,0.6481189400051509
cassette_player_0064.npz,2,2,2,2,1,1,1,0.10139286726255567,0.10714255548161218,0.6963265306122448,0.7298979591836733,0.9685554688095849,0.9653203624526994,0.587469613404896,0.6351300146441771
cassette_player_0065.npz,2,2,2,2,1,1,1,0.12415309107837183,0.08386384750978505,0.7281632653061224,0.9204081632653061,0.9517563821943325,0.9784914620054777,0.6468369566203527,0.7499477156830098
cassette_player_0066.npz,2,2,2,2,1,1,1,0.13795887162291165,0.15046631143963143,0.4840816326530612,0.7541836734693876,0.9346597084567659,0.9255167171818983,0.4862094250707491,0.5876741578992415
cassette_player_0067.npz,2,2,2,2,1,1,1,0.1302766586524611,0.10301626380456251,0.8368367346938774,0.9243877551020407,0.9612444122176832,0.9802310981408713,0.6471901316190133,0.7906851466307103
cassette_player_0068.npz,2,2,2,2,1,1,1,0.12021647063713312,0.1240815695406807,0.8284693877551019,0.8329591836734693,0.9559198639574108,0.9540207700529538,0.6284435628511374,0.6510925666174773
cassette_player_0069.npz,2,2,2,2,1,1,1,0.12364136098569997,0.12745527484071625,0.8598979591836735,0.8780612244897958,0.9596083509175436,0.9548286627093305,0.6387560118946157,0.6540345798298562
cassette_player_0070.npz,2,2,2,2,1,1,1,0.08887605468966321,0.11046685725856165,0.9538728491348043,0.9136004380097995,0.9798739814302412,0.9638254116200401,0.8159172837744267,0.6987331172287218
cassette_player_0071.npz,2,2,2,2,1,1,1,0.11323490131841042,0.10849990941597558,0.8868367346938775,0.9027551020408162,0.9698700410611321,0.9750822690910342,0.6864129190013549,0.6944587996518798
cassette_player_0072.npz,2,2,2,2,1,1,1,0.0918818790298477,0.1368874941092468,0.981734693877551,0.9493877551020407,0.9816915987162795,0.9565004056505246,0.8821184090563728,0.7930980144118353
cassette_player_0073.npz,2,5,5,5,0,0,0,0.10561950662477293,0.1824194261002935,0.9403061224489795,0.8855359083075806,0.9716765151290588,0.941315637358745,0.7849014683815156,0.7021184565190458
cassette_player_0074.npz,2,2,2,2,1,1,1,0.18395327215305637,0.22648441771628935,0.7251205390252103,0.732365621810292,0.9628268211480798,0.9310661272235751,0.6835599012538937,0.6734607628058485
cassette_player_0075.npz,2,2,2,2,1,1,1,0.0858558490231549,0.10323217523170836,0.7509183673469387,0.7343877551020408,0.9773477421164609,0.9696403822386097,0.6005842086955215,0.5855888514286279
cassette_player_0076.npz,2,2,2,2,1,1,1,0.11079909178344169,0.1400524238526544,0.9296665734293806,0.8512972272470893,0.9776376371686077,0.9563926150888652,0.7515683264181573,0.6930412614015298
cassette_player_0077.npz,2,2,2,2,1,1,1,0.18665515558549686,0.2193308317310898,0.0573469387755102,-0.0723469387755102,0.8824942275176835,0.8475747458014561,0.3821927334987612,0.37410587412351354
cassette_player_0078.npz,2,5,5,5,0,0,0,0.19383003032544166,0.18001773910804114,0.7144059799768502,0.8029286464002066,0.9599109654150078,0.9554563772783046,0.73516673587702,0.7380410675366378
cassette_player_0079.npz,2,2,2,2,1,1,1,0.11469460936523891,0.15551953530453191,0.8812123731977143,0.8323298339085764,0.9697966076424545,0.9489173368860666,0.6635013355179172,0.6221945605667949
cassette_player_0080.npz,2,2,2,2,1,1,1,0.10023247330384608,0.12823736679773826,0.8264285714285713,0.7630612244897957,0.9665007320200549,0.9436689078173142,0.6233964940967323,0.5840539006502372
cassette_player_0081.npz,2,2,2,2,1,1,1,0.10554962116444236,0.16578653062975188,0.8861224489795918,0.6972448979591835,0.970183118186615,0.9174330826235073,0.6873931545950792,0.5734478135335577
cassette_player_0082.npz,2,2,3,2,1,0,1,0.3053241968603469,0.25610777415923863,0.5008925168999602,0.9177835567459783,0.9254064991345042,0.8800665419660415,0.6385974554068649,0.8059171090978552
cassette_player_0083.npz,2,2,2,2,1,1,1,0.08145169091066662,0.09438606104343661,0.7601020408163265,0.7437755102040815,0.9760016069197267,0.9691035524208997,0.5980005511891935,0.6091211780947745
cassette_player_0084.npz,2,2,2,2,1,1,1,0.10824587478419197,0.09815346353351699,0.9035714285714285,0.9227551020408162,0.9621611327806355,0.9746284534219675,0.6800683258016693,0.7141763250039374
cassette_player_0085.npz,2,2,2,2,1,1,1,0.10570759973249945,0.10806915775730677,0.9350188847881782,0.9604497643416743,0.9761459304903639,0.9815535597930969,0.717133316204483,0.7687987335484552
cassette_player_0086.npz,2,2,2,2,1,1,1,0.08149484008700353,0.08305646916270731,0.8708163265306121,0.8473469387755102,0.9785379470948214,0.9780199821426651,0.6662647853658124,0.6400371399609349
cassette_player_0087.npz,2,2,2,2,1,1,1,0.08445125311044199,0.1250902831609198,0.43540816326530607,0.24693877551020407,0.9746352743179633,0.9473733048350412,0.5005386233835546,0.4884763677951555
cassette_player_0088.npz,2,2,2,2,1,1,1,0.13400447889034786,0.17595946115794497,0.830408163265306,0.7585714285714285,0.9487720644588208,0.9134423492708168,0.6548701558290877,0.5999678490222344
cassette_player_0089.npz,2,2,2,2,1,1,1,0.2132369439344946,0.12442133233579902,0.785204081632653,0.895816326530612,0.919777525681481,0.983067663910114,0.6969772372055257,0.8156307236552979
cassette_player_0090.npz,2,2,2,2,1,1,1,0.0777977565286367,0.06903070851789955,0.8513265306122448,0.8852040816326531,0.9778687709450389,0.9838710450826198,0.6637652767557805,0.6875749574674964
cassette_player_0091.npz,2,2,2,2,1,1,1,0.1284981587278611,0.17718098421285214,0.9327551020408162,0.8044897959183673,0.9512619826978221,0.9294384909456875,0.7366553431051518,0.6471053754409459
cassette_player_0092.npz,2,2,2,2,1,1,1,0.14395014896783984,0.12155556165476397,0.9229520991957504,0.9557896888234778,0.9712211776484112,0.9807849587456504,0.7678192609591515,0.8585252172547619
cassette_player_0093.npz,2,2,2,2,1,1,1,0.1294117434359845,0.19920752184372337,0.8908798968612841,0.8130631721101788,0.9837710826709176,0.9666196508403595,0.8817824454635206,0.8418087573497667
cassette_player_0094.npz,2,2,2,2,1,1,1,0.10254716148586401,0.11234976640260491,0.8736734693877551,0.8583673469387755,0.975898470030694,0.9639508147840656,0.7198838247019564,0.6659857651069637
cassette_player_0095.npz,2,2,2,2,1,1,1,0.10688695962047957,0.09171309746112695,0.7103061224489795,0.7645918367346938,0.9735630393135156,0.973443498462829,0.5855342068316823,0.6604342660388892
cassette_player_0096.npz,2,2,2,2,1,1,1,0.11686995664212307,0.18484108999691914,0.26591836734693874,0.4281632653061224,0.9538649870776912,0.9021008869024194,0.42872804642791207,0.46815922521921916
cassette_player_0097.npz,2,2,2,2,1,1,1,0.08392800802159456,0.11692666906433616,0.8161224489795917,0.7923469387755101,0.9791704789011744,0.959443268334197,0.6529393476205725,0.6317407023028859
cassette_player_0098.npz,2,2,2,2,1,1,1,0.09840545313409102,0.08411082835103617,0.9459935205506914,0.9519338757600786,0.9790537384826004,0.9868114692869427,0.8196324132861725,0.8415819838171112
cassette_player_0099.npz,2,2,2,2,1,1,1,0.13157676621596318,0.1812022102925194,0.4495918367346938,0.0907142857142857,0.9402789015880615,0.8892047779401225,0.4916481175114267,0.39016271134887476
cassette_player_0100.npz,2,2,2,2,1,1,1,0.10477802761397764,0.11685869907392968,0.8461224489795918,0.8310204081632653,0.9703574097131098,0.9582631495485225,0.6750021309187825,0.6771682880121362
cassette_player_0101.npz,2,2,2,2,1,1,1,0.07555398772457501,0.07194511121497581,0.9467346938775509,0.9554081632653061,0.9832607958967414,0.9824701168742707,0.7524631410283479,0.770019718742032
cassette_player_0102.npz,2,2,2,2,1,1,1,0.07645681800562554,0.1161682798418717,0.8679591836734691,0.7446938775510203,0.980455726661177,0.9585056480973636,0.6453649803952389,0.6068357728197961
cassette_player_0103.npz,2,2,2,2,1,1,1,0.12574804119887395,0.1241000209563337,0.7654081632653059,0.8251020408163264,0.9519752714558954,0.9578231585820337,0.5869084446724199,0.6619659317613009
cassette_player_0104.npz,2,2,2,2,1,1,1,0.09551153892170532,0.11472028786412752,0.5162244897959183,0.7989795918367346,0.9680076295788971,0.9548464926173215,0.5091832197998875,0.6360436438321518
cassette_player_0105.npz,2,2,2,2,1,1,1,0.09181432854873807,0.09724441700341907,0.9713265306122448,0.9632653061224489,0.9804499354240327,0.9802775647700785,0.8107966980299411,0.7864118512523139
cassette_player_0106.npz,2,2,2,2,1,1,1,0.10028102175398897,0.11366541438479619,0.9120408163265304,0.8854081632653059,0.9812255150388793,0.9813466711663806,0.8146482994105927,0.774157305711184
cassette_player_0107.npz,2,2,2,2,1,1,1,0.10246523915275521,0.18352109608523695,0.9011224489795918,0.8360389042287463,0.9740471388115599,0.9413000416776213,0.7287447529334659,0.6651258180720222
cassette_player_0108.npz,2,2,2,2,1,1,1,0.06483467718261313,0.09142227561897891,0.8163265306122448,0.7935714285714285,0.9858616463334487,0.9728107946487903,0.6818059388266084,0.6266450657583347
cassette_player_0109.npz,2,2,2,2,1,1,1,0.07656308345211452,0.08467878185168448,0.936938775510204,0.9344897959183672,0.9794690364263651,0.9753002670292115,0.7315281587040091,0.74312679910203
cassette_player_0110.npz,2,2,2,2,1,1,1,0.11682613674453311,0.12809761282438817,0.6966326530612245,0.5599999999999999,0.9652957080168064,0.951585326496868,0.6155393586361432,0.515673324728104
cassette_player_0111.npz,2,2,2,2,1,1,1,0.13001224672623304,0.14814220023263489,0.9203187175605664,0.9130327207372023,0.961399973193014,0.9540350583323013,0.7247525183418692,0.7738365753679611
cassette_player_0112.npz,2,2,2,2,1,1,1,0.0847104542480324,0.10999943941418239,0.8170408163265306,0.8561224489795918,0.9776216958815429,0.965009677080124,0.6223660985009573,0.7032856663637573
cassette_player_0113.npz,2,2,7,2,1,0,1,0.17613531318595715,0.219568019063006,0.7353917054921913,0.706116530907613,0.9455489544590648,0.870051072196687,0.5998349719696454,0.5826039183146732
cassette_player_0114.npz,2,2,2,2,1,1,1,0.11597094901354292,0.10621511720239665,0.8326530612244898,0.8269387755102039,0.9564213001374816,0.9641533261758062,0.6355069874591255,0.6636736164282928
cassette_player_0115.npz,2,2,2,2,1,1,1,0.11734626164953148,0.17369530149351545,0.7721428571428569,0.43867346938775503,0.9560706020926145,0.9149495149423034,0.5917647574033058,0.496137588928743
cassette_player_0116.npz,2,2,6,2,1,0,1,0.18667684388414396,0.24756084870755155,0.7937957603542235,0.5438404042689078,0.9098426594795269,0.858806120732926,0.61223862936646,0.5139620051339681
cassette_player_0117.npz,2,2,2,2,1,1,1,0.09589341080398996,0.1406634503510094,0.9453061224489796,0.9316662717186291,0.9741552022787612,0.9546765355109882,0.7530508205584214,0.7245320247867104
cassette_player_0118.npz,2,2,2,2,1,1,1,0.0866989807722575,0.06889677035865148,0.6405102040816325,0.7498979591836734,0.976185430765073,0.9833376604651913,0.5660809943736158,0.5964256401401625
cassette_player_0119.npz,2,2,2,2,1,1,1,0.0915993368192785,0.12549780384983913,0.705,0.6644897959183673,0.9746037110409204,0.9630029178479484,0.6389237849411584,0.6349006860756771
cassette_player_0120.npz,2,2,2,2,1,1,1,0.17713629412028314,0.16082634218602246,0.8030612244897958,0.8175510204081632,0.920626819376516,0.9491424966735783,0.6580883799510716,0.6750510931747721
cassette_player_0121.npz,2,2,2,2,1,1,1,0.07349813037030348,0.072592169923187,0.8573469387755102,0.8673469387755101,0.9803126512885066,0.9825875770932768,0.6313656005306211,0.681925360767948
cassette_player_0122.npz,2,2,2,2,1,1,1,0.09647988892671273,0.14749835936857567,0.8064285714285713,0.45561224489795915,0.970971138576824,0.9287610189659318,0.6496721094548591,0.4751891924188708
cassette_player_0123.npz,2,2,2,2,1,1,1,0.11185375144615285,0.10847816524846308,0.9556122448979592,0.9014285714285714,0.9689759059769057,0.9695881706075936,0.8533914605362083,0.7095630259495805
cassette_player_0124.npz,2,2,2,2,1,1,1,0.07210374759695891,0.07051745751478466,0.923265306122449,0.9223469387755101,0.9861070937837039,0.9842120424289751,0.7331389092624965,0.7024385516252017
cassette_player_0125.npz,2,2,2,2,1,1,1,0.0803451804936436,0.09397558433671513,0.9440816326530612,0.9235714285714285,0.9810501528020366,0.9758219974077676,0.7370967600543993,0.715841687792185
cassette_player_0126.npz,2,2,2,2,1,1,1,0.08562640022559906,0.09641485813719712,0.6931632653061224,0.5958163265306122,0.9752120069605734,0.9697571163019374,0.5851206874191164,0.6179339696887192
cassette_player_0127.npz,2,2,2,2,1,1,1,0.06551756006147243,0.07414418621270681,0.9544897959183674,0.9127551020408162,0.9879874898777077,0.9848316969117529,0.8401281094789044,0.7411992821838361
cassette_player_0128.npz,2,2,2,2,1,1,1,0.07800912132961531,0.06775470255965484,0.8961224489795917,0.9331632653061223,0.9807179872675637,0.9852654914293415,0.6825125622759602,0.7127160103985055
cassette_player_0129.npz,2,2,2,2,1,1,1,0.08523879870383941,0.0977858589189017,0.8231632653061224,0.8837755102040816,0.9793632158270321,0.9712470736008618,0.6676834065832926,0.6865548704127645
cassette_player_0130.npz,2,2,2,2,1,1,1,0.12749406736026017,0.11202894915261402,0.7241511265398827,0.9227276209028237,0.959707858339847,0.9695981850930804,0.5984638832945601,0.7764165321004454
cassette_player_0131.npz,2,2,2,2,1,1,1,0.06827654811418009,0.13454452431103864,0.9585714285714284,0.8639795918367346,0.9897128027790872,0.945962292924525,0.8107183907634562,0.6574200834967519
cassette_player_0132.npz,2,2,2,2,1,1,1,0.1220332901515972,0.15159454400659433,0.9047959183673469,0.7366326530612244,0.9553295394085929,0.9432270734887092,0.6873742295402107,0.5919133925475011
cassette_player_0133.npz,2,2,2,2,1,1,1,0.10212889402524687,0.0814795232385918,0.8987755102040816,0.9310204081632651,0.97863214257278,0.9819757668406424,0.8179442610647537,0.8065870967156495
cassette_player_0134.npz,2,2,2,2,1,1,1,0.1014605378743728,0.05878205194689424,0.9088775510204081,0.9475510204081632,0.9661434025857847,0.9893983706386481,0.7087195216253501,0.7956498040572995
cassette_player_0135.npz,2,2,2,2,1,1,1,0.09411100696493147,0.12392237053304787,0.8393877551020408,0.7878571428571428,0.9767024163467923,0.9649578425387927,0.7032409241872538,0.6432053941957362
cassette_player_0136.npz,2,2,2,2,1,1,1,0.1110603849880989,0.11219310431865827,0.9249999999999999,0.935204081632653,0.9648896217755296,0.9687484333493017,0.7196344492352894,0.7419790014116366
cassette_player_0137.npz,2,2,2,2,1,1,1,0.1124905393173836,0.1295141002722138,0.801938775510204,0.7589795918367346,0.9552335573007078,0.9365078660104279,0.6226963902891737,0.5798309881106378
cassette_player_0138.npz,2,2,2,2,1,1,1,0.07142903889219178,0.07189005220142138,0.9016326530612243,0.9290816326530612,0.9845172039437909,0.9823529903875478,0.7018797547773451,0.7085350153346714
cassette_player_0139.npz,2,2,2,2,1,1,1,0.14028951234434636,0.12935712765476007,0.8136734693877551,0.7759183673469386,0.9386273184881866,0.9453202547564322,0.6629254396793381,0.638088690124899
cassette_player_0140.npz,2,2,2,2,1,1,1,0.11275872206925172,0.11250291060910603,0.7663265306122448,0.7719387755102041,0.9630621100399696,0.9562206764532852,0.6019442300369539,0.6012309910195084
cassette_player_0141.npz,2,2,2,2,1,1,1,0.10216956572806521,0.13572755972948358,0.931530612244898,0.8466326530612244,0.9825909100010368,0.9621486898848155,0.7709613536636644,0.6844312874428822
